Student ID,Math Score,Science Score,English Score,Social Studies Score,Interest,Logical Aptitude,Verbal Aptitude,Quantitative Aptitude,Career Interest,Recommended Stream
1433,89,60,99,96,Commerce,85,66,64,Economist,Arts
1434,81,69,85,89,Commerce,88,94,62,Economist,Arts
1435,54,69,100,97,Science,90,94,75,Doctor,Arts
1436,58,69,66,60,Arts,92,83,88,Designer,Arts
1437,72,99,81,72,Science,64,90,96,Scientist,Arts
1438,56,90,65,69,Science,85,60,96,Scientist,Commerce
1439,55,89,61,53,Commerce,66,90,92,Economist,Arts
1440,76,58,69,64,Arts,92,64,93,Artist,Commerce
1441,97,61,74,66,Arts,69,86,96,Artist,Arts
1442,61,100,80,70,Arts,98,90,66,Journalist,Arts
1443,73,88,81,53,Science,97,85,83,Scientist,Arts
1444,78,91,86,63,Arts,88,84,100,Writer,Arts
1445,51,92,50,67,Arts,68,89,98,Journalist,Arts
1446,50,71,66,80,Commerce,99,94,77,Economist,Arts
1447,54,58,86,95,Science,79,90,78,Engineer,Arts
1448,74,57,76,76,Commerce,72,99,64,Accountant,Arts
1449,94,64,74,90,Commerce,67,90,90,Economist,Arts
1450,85,59,62,98,Science,100,92,96,Architect,Arts
1451,85,59,81,50,Arts,80,89,85,Artist,Arts
1452,88,98,59,85,Arts,99,76,100,Journalist,Science
1453,65,69,90,95,Arts,72,61,62,Writer,Arts
1454,86,92,87,75,Arts,72,74,86,Artist,Science
1455,57,57,66,61,Science,74,89,83,Engineer,Arts
1456,88,76,77,69,Arts,68,84,95,Designer,Arts
1457,64,78,68,83,Science,97,91,72,Scientist,Arts
1458,88,76,60,83,Arts,68,82,67,Designer,Arts
1459,84,57,63,74,Commerce,89,79,61,Accountant,Commerce
1460,69,63,98,71,Arts,61,82,79,Artist,Arts
1461,88,71,100,83,Commerce,93,73,68,Accountant,Arts
1462,80,90,80,72,Science,94,76,65,Scientist,Science
1463,80,93,93,74,Commerce,98,88,65,Banker,Science
1464,92,93,54,51,Science,94,80,99,Scientist,Science
1465,99,75,62,75,Arts,95,85,99,Artist,Arts
1466,69,86,51,92,Arts,86,71,83,Designer,Arts
1467,56,76,88,95,Arts,93,88,94,Artist,Arts
1468,90,77,61,76,Arts,76,69,73,Writer,Commerce
1469,69,77,87,69,Science,63,72,76,Architect,Commerce
1470,66,70,80,58,Arts,74,81,84,Artist,Arts
1471,82,92,93,86,Commerce,86,69,75,Economist,Science
1472,54,98,69,95,Commerce,77,63,60,Entrepreneur,Arts
1473,64,75,55,94,Commerce,84,92,65,Entrepreneur,Arts
1474,81,65,66,84,Arts,80,70,74,Writer,Arts
1475,89,55,55,51,Science,69,100,93,Scientist,Arts
1476,51,96,60,95,Science,63,100,91,Engineer,Arts
1477,59,64,76,78,Science,73,77,79,Architect,Commerce
1478,88,65,85,57,Commerce,80,75,78,Economist,Commerce
1479,62,93,91,76,Science,62,63,72,Scientist,Commerce
1480,91,69,73,75,Science,91,79,61,Scientist,Commerce
1481,93,59,57,57,Commerce,60,77,68,Economist,Commerce
1482,54,61,51,58,Commerce,61,94,76,Accountant,Arts
1483,68,73,66,63,Commerce,62,72,88,Banker,Commerce
1484,71,100,83,90,Arts,82,97,90,Artist,Arts
1485,73,89,76,88,Arts,92,82,64,Artist,Arts
1486,63,59,82,62,Commerce,74,72,60,Entrepreneur,Commerce
1487,67,90,79,57,Science,68,78,80,Doctor,Commerce
1488,53,50,51,56,Science,66,89,88,Doctor,Arts
1489,54,85,92,90,Science,89,60,74,Architect,Arts
1490,84,58,75,61,Arts,95,62,81,Journalist,Commerce
1491,64,68,53,52,Commerce,94,73,74,Entrepreneur,Commerce
1492,97,67,50,58,Commerce,71,86,85,Entrepreneur,Arts
1493,76,74,74,94,Arts,62,74,96,Writer,Arts
1494,86,78,53,68,Arts,92,66,89,Artist,Commerce
1495,99,91,53,85,Commerce,72,83,94,Economist,Science
1496,96,74,92,94,Arts,74,99,91,Writer,Arts
1497,96,56,59,81,Arts,71,60,85,Designer,Arts
1498,51,88,74,54,Arts,89,78,91,Designer,Commerce
1499,91,67,80,57,Science,99,70,79,Engineer,Commerce
1500,98,77,61,70,Science,77,95,87,Scientist,Arts
1501,77,91,55,59,Arts,96,69,72,Writer,Commerce
1502,68,78,93,76,Science,67,89,90,Engineer,Arts
1503,67,52,76,52,Commerce,99,100,69,Entrepreneur,Arts
1504,78,94,99,95,Science,79,67,98,Engineer,Arts
1505,78,89,90,64,Commerce,73,75,88,Economist,Commerce
1506,99,53,72,63,Arts,83,88,90,Journalist,Arts
1507,86,83,59,75,Commerce,96,61,84,Banker,Science
1508,78,86,81,81,Science,82,76,92,Scientist,Arts
1509,55,76,70,68,Science,73,78,77,Doctor,Commerce
1510,62,62,93,93,Science,95,100,69,Doctor,Arts
1511,75,68,63,76,Commerce,78,90,71,Banker,Arts
1512,52,53,55,98,Science,70,90,77,Doctor,Arts
1513,85,71,70,75,Arts,79,67,75,Writer,Commerce
1514,85,79,76,86,Arts,86,90,71,Artist,Arts
1515,92,55,52,100,Commerce,90,80,91,Entrepreneur,Arts
1516,71,67,52,50,Science,86,81,60,Scientist,Arts
1517,99,52,74,61,Commerce,89,93,87,Economist,Arts
1518,69,69,63,66,Commerce,63,87,72,Banker,Arts
1519,100,99,67,76,Commerce,64,67,93,Entrepreneur,Science
1520,87,79,53,60,Arts,60,86,67,Artist,Arts
1521,94,56,94,63,Science,98,67,95,Scientist,Commerce
1522,93,93,77,61,Commerce,92,84,95,Entrepreneur,Science
1523,74,92,77,87,Arts,73,94,81,Designer,Arts
1524,77,81,68,80,Commerce,91,69,100,Accountant,Arts
1525,70,92,88,90,Science,97,89,100,Architect,Arts
1526,99,98,69,80,Commerce,83,79,97,Economist,Science
1527,80,61,100,86,Science,64,76,76,Engineer,Arts
1528,55,83,83,74,Arts,78,80,60,Artist,Arts
1529,97,51,50,59,Commerce,75,87,99,Entrepreneur,Arts
1530,60,73,88,76,Arts,89,93,62,Writer,Arts
1531,93,81,64,55,Arts,78,68,61,Artist,Science
1532,57,54,82,58,Science,99,84,94,Doctor,Arts
1533,70,64,61,80,Science,85,83,79,Doctor,Arts
1534,95,68,71,80,Science,82,99,69,Scientist,Arts
1535,92,92,71,94,Science,87,90,94,Engineer,Science
1536,62,71,84,81,Arts,99,89,91,Journalist,Arts
1537,69,71,92,87,Arts,78,88,79,Journalist,Arts
1538,67,77,80,52,Arts,97,70,87,Artist,Commerce
1539,53,55,87,73,Commerce,69,86,80,Banker,Arts
1540,66,89,61,73,Arts,79,88,86,Artist,Arts
1541,78,53,89,96,Arts,96,66,76,Designer,Arts
1542,89,85,91,67,Commerce,91,93,85,Accountant,Science
1543,98,72,51,92,Arts,93,77,62,Artist,Arts
1544,67,93,72,51,Commerce,71,65,99,Banker,Commerce
1545,77,100,82,61,Arts,87,94,76,Writer,Arts
1546,80,97,63,88,Arts,75,94,72,Writer,Science
1547,63,75,51,82,Science,73,84,69,Engineer,Arts
1548,63,55,72,62,Science,91,83,65,Engineer,Arts
1549,79,56,87,75,Arts,86,86,99,Journalist,Arts
1550,73,83,89,56,Commerce,89,61,75,Economist,Commerce
1551,61,60,52,61,Commerce,99,90,65,Banker,Arts
1552,84,87,62,78,Commerce,95,89,94,Accountant,Science
1553,72,57,74,69,Arts,72,90,84,Journalist,Arts
1554,63,93,68,50,Arts,90,66,68,Writer,Commerce
1555,83,82,78,75,Commerce,91,100,100,Accountant,Science
1556,80,76,64,64,Commerce,72,96,79,Banker,Arts
1557,53,93,66,98,Science,66,61,83,Doctor,Arts
1558,90,67,98,100,Arts,88,89,77,Writer,Arts
1559,58,67,50,54,Arts,72,60,96,Artist,Commerce
1560,82,53,76,69,Science,99,79,86,Scientist,Commerce
1561,81,60,98,58,Arts,77,64,79,Writer,Commerce
1562,59,90,93,80,Arts,92,63,89,Artist,Arts
1563,55,95,54,56,Commerce,96,70,63,Banker,Commerce
1564,51,78,66,65,Science,89,92,66,Architect,Arts
1565,67,97,76,57,Science,76,70,83,Engineer,Commerce
1566,55,68,60,90,Commerce,92,93,78,Entrepreneur,Arts
1567,92,66,64,69,Science,99,88,94,Scientist,Arts
1568,76,72,96,72,Arts,63,78,86,Designer,Commerce
1569,70,83,62,89,Commerce,88,67,69,Economist,Arts
1570,69,59,65,51,Science,73,94,97,Doctor,Arts
1571,76,89,78,84,Science,75,88,79,Engineer,Arts
1572,68,59,76,81,Arts,77,71,84,Writer,Arts
1573,86,86,61,94,Commerce,69,87,83,Economist,Science
1574,75,90,99,68,Arts,87,62,86,Journalist,Commerce
1575,65,64,81,73,Science,78,81,98,Engineer,Arts
1576,61,80,90,76,Arts,98,89,95,Designer,Arts
1577,62,66,60,96,Science,94,96,61,Architect,Arts
1578,66,74,67,69,Arts,72,74,80,Artist,Commerce
1579,67,93,92,89,Science,91,99,82,Engineer,Arts
1580,80,74,98,66,Science,100,63,91,Doctor,Commerce
1581,91,78,93,75,Arts,68,82,74,Writer,Arts
1582,87,56,80,53,Commerce,99,60,81,Economist,Commerce
1583,82,90,53,69,Commerce,88,84,91,Entrepreneur,Science
1584,68,72,53,98,Arts,97,60,68,Writer,Arts
1585,88,96,96,91,Science,98,68,64,Architect,Science
1586,69,77,76,55,Arts,62,69,96,Designer,Commerce
1587,86,91,60,97,Arts,96,78,87,Artist,Science
1588,59,67,50,60,Science,76,76,81,Engineer,Commerce
1589,52,60,73,80,Arts,73,96,66,Designer,Arts
1590,75,51,67,97,Science,62,80,74,Engineer,Arts
1591,90,86,96,93,Arts,94,85,98,Designer,Science
1592,64,82,71,59,Science,89,81,92,Architect,Arts
1593,67,56,62,95,Commerce,93,65,74,Economist,Arts
1594,67,61,51,66,Arts,87,63,86,Writer,Commerce
1595,86,73,88,88,Commerce,81,96,91,Entrepreneur,Arts
1596,70,68,57,89,Arts,65,92,81,Designer,Arts
1597,55,77,62,92,Science,90,100,93,Doctor,Arts
1598,51,97,97,81,Commerce,69,81,60,Entrepreneur,Arts
1599,77,100,92,68,Commerce,79,65,86,Entrepreneur,Commerce
1600,69,64,64,95,Arts,67,65,92,Artist,Arts
1601,73,94,75,76,Arts,70,61,83,Journalist,Commerce
1602,59,84,63,76,Commerce,63,92,99,Banker,Arts
1603,97,71,91,72,Commerce,72,97,89,Banker,Arts
1604,99,99,92,82,Arts,73,74,63,Journalist,Science
1605,76,96,81,93,Commerce,94,65,65,Accountant,Arts
1606,77,91,55,81,Science,82,89,66,Architect,Arts
1607,66,59,78,89,Arts,71,64,90,Writer,Arts
1608,50,78,64,83,Arts,66,95,66,Journalist,Arts
1609,56,57,62,73,Science,69,71,79,Scientist,Commerce
1610,79,75,62,61,Commerce,94,71,81,Accountant,Commerce
1611,91,77,97,63,Commerce,65,80,87,Banker,Arts
1612,92,65,94,84,Arts,91,91,79,Designer,Arts
1613,50,80,77,88,Commerce,80,89,100,Accountant,Arts
1614,64,73,95,85,Science,86,96,97,Doctor,Arts
1615,62,84,61,50,Commerce,81,77,96,Economist,Commerce
1616,65,55,67,93,Commerce,82,64,96,Entrepreneur,Arts
1617,66,63,88,86,Commerce,71,67,88,Economist,Arts
1618,80,54,88,85,Science,94,100,62,Engineer,Arts
1619,70,63,86,91,Commerce,68,85,78,Economist,Arts
1620,97,80,93,100,Commerce,92,67,83,Economist,Science
1621,94,78,72,61,Commerce,60,86,94,Entrepreneur,Arts
1622,62,87,73,94,Science,93,87,60,Engineer,Arts
1623,95,100,97,50,Arts,70,98,67,Designer,Science
1624,64,50,52,71,Science,66,75,87,Doctor,Commerce
1625,68,100,61,89,Commerce,91,87,81,Accountant,Arts
1626,83,78,96,66,Commerce,99,80,77,Banker,Arts
1627,64,100,72,74,Arts,84,72,74,Artist,Commerce
1628,99,76,53,83,Arts,73,87,79,Artist,Arts
1629,53,93,83,67,Arts,87,64,81,Artist,Commerce
1630,62,66,52,85,Commerce,74,98,74,Banker,Arts
1631,73,53,90,87,Arts,90,70,96,Artist,Arts
1632,99,98,75,71,Commerce,95,92,95,Banker,Science
1633,57,84,87,83,Science,85,87,93,Engineer,Arts
1634,56,96,67,76,Commerce,96,92,61,Banker,Arts
1635,65,96,98,95,Commerce,66,68,77,Accountant,Arts
1636,78,96,64,59,Commerce,78,86,67,Accountant,Arts
1637,85,55,55,75,Commerce,60,79,81,Banker,Commerce
1638,87,73,60,83,Commerce,99,100,83,Entrepreneur,Arts
1639,71,87,100,56,Arts,63,67,79,Artist,Commerce
1640,59,73,96,61,Arts,72,63,73,Artist,Commerce
1641,92,69,84,71,Commerce,94,90,72,Banker,Arts
1642,91,56,100,65,Commerce,84,82,63,Accountant,Arts
1643,86,55,79,91,Commerce,89,82,85,Banker,Arts
1644,83,60,100,60,Commerce,60,80,97,Banker,Arts
1645,68,77,58,67,Commerce,100,83,71,Economist,Arts
1646,87,84,59,68,Commerce,78,100,83,Banker,Science
1647,52,67,53,99,Arts,73,65,87,Writer,Arts
1648,82,51,79,79,Commerce,79,69,80,Banker,Commerce
1649,77,67,80,69,Arts,84,71,66,Writer,Commerce
1650,66,61,64,87,Science,95,85,87,Engineer,Arts
1651,82,50,71,71,Arts,91,61,61,Writer,Commerce
1652,67,77,69,66,Arts,97,100,81,Artist,Arts
1653,83,80,73,73,Arts,88,63,78,Journalist,Science
1654,90,73,86,85,Arts,70,89,95,Writer,Arts
1655,50,58,72,96,Commerce,91,60,73,Accountant,Arts
1656,56,55,50,58,Commerce,79,60,61,Economist,Commerce
1657,63,92,80,93,Science,91,76,98,Engineer,Arts
1658,59,74,84,85,Arts,93,83,66,Designer,Arts
1659,57,99,74,84,Arts,76,75,60,Writer,Arts
1660,59,50,73,92,Arts,94,80,71,Designer,Arts
1661,66,84,67,50,Commerce,73,64,61,Entrepreneur,Commerce
1662,79,52,96,97,Arts,71,64,67,Artist,Arts
1663,75,86,92,60,Science,93,75,93,Engineer,Commerce
1664,76,51,52,87,Arts,81,68,93,Designer,Arts
1665,62,63,88,68,Commerce,69,75,85,Banker,Commerce
1666,57,64,53,53,Arts,94,74,61,Journalist,Commerce
1667,76,76,70,97,Commerce,71,72,82,Banker,Arts
1668,58,77,58,73,Arts,64,65,60,Designer,Commerce
1669,64,67,65,92,Arts,77,63,68,Artist,Arts
1670,61,94,70,70,Science,89,67,91,Architect,Commerce
1671,52,64,70,78,Arts,67,83,98,Journalist,Arts
1672,54,76,99,86,Commerce,68,94,78,Economist,Arts
1673,59,55,60,59,Arts,74,60,76,Artist,Commerce
1674,59,93,99,63,Science,73,81,69,Scientist,Arts
1675,72,57,84,56,Arts,80,63,84,Journalist,Commerce
1676,70,78,88,50,Science,100,84,65,Architect,Arts
1677,83,58,91,74,Arts,63,70,99,Journalist,Commerce
1678,78,72,54,97,Arts,64,66,63,Designer,Arts
1679,50,73,84,85,Science,98,100,73,Scientist,Arts
1680,69,70,77,67,Commerce,78,92,67,Banker,Arts
1681,54,99,56,80,Science,74,80,80,Engineer,Arts
1682,75,75,53,60,Arts,99,97,98,Journalist,Arts
1683,93,55,92,65,Arts,79,97,84,Journalist,Arts
1684,84,80,61,62,Science,85,92,94,Architect,Science
1685,62,64,93,75,Science,62,94,98,Engineer,Arts
1686,68,98,85,58,Commerce,83,80,96,Economist,Arts
1687,99,93,86,79,Science,61,80,83,Engineer,Science
1688,81,94,91,73,Arts,79,80,88,Artist,Science
1689,84,97,96,85,Commerce,86,83,86,Economist,Science
1690,95,90,67,57,Commerce,99,67,79,Economist,Science
1691,92,84,82,87,Science,83,94,68,Architect,Science
1692,83,63,57,65,Science,96,98,70,Doctor,Arts
1693,56,64,58,66,Science,75,81,93,Engineer,Arts
1694,93,84,75,71,Arts,99,76,66,Designer,Science
1695,79,55,98,64,Arts,70,96,90,Writer,Arts
1696,52,67,65,66,Arts,60,96,97,Journalist,Arts
1697,80,56,90,100,Arts,96,82,72,Writer,Arts
1698,91,96,61,97,Arts,72,88,100,Designer,Science
1699,77,96,88,61,Arts,66,70,67,Designer,Commerce
1700,95,83,59,53,Arts,95,60,77,Designer,Science
1701,100,94,86,83,Science,74,63,88,Architect,Science
1702,67,62,51,63,Arts,82,99,66,Artist,Arts
1703,58,76,57,97,Commerce,82,75,86,Entrepreneur,Arts
1704,69,89,95,65,Arts,91,100,93,Designer,Arts
1705,62,83,75,85,Arts,94,93,61,Designer,Arts
1706,89,77,69,88,Science,66,79,98,Architect,Arts
1707,81,81,75,78,Arts,100,92,96,Artist,Science
1708,92,93,68,80,Commerce,68,78,66,Banker,Science
1709,89,51,56,94,Science,77,91,97,Engineer,Arts
1710,73,66,87,50,Arts,83,71,64,Journalist,Commerce
1711,90,73,96,89,Science,61,65,82,Architect,Arts
1712,91,71,79,58,Science,72,98,74,Scientist,Arts
1713,76,81,81,75,Arts,82,89,87,Writer,Arts
1714,78,96,64,60,Commerce,90,63,74,Accountant,Commerce
1715,75,100,85,53,Arts,74,97,76,Writer,Arts
1716,77,87,59,69,Commerce,92,66,95,Accountant,Commerce
1717,72,61,58,98,Arts,84,76,69,Writer,Arts
1718,72,97,67,74,Arts,88,71,68,Artist,Commerce
1719,55,62,54,69,Arts,91,63,93,Designer,Commerce
1720,57,50,96,66,Commerce,85,61,90,Accountant,Commerce
1721,65,98,71,56,Science,84,62,99,Architect,Commerce
1722,78,62,91,72,Science,77,64,97,Engineer,Commerce
1723,74,62,100,80,Arts,75,94,64,Artist,Arts
1724,87,64,68,64,Science,67,64,66,Scientist,Commerce
1725,50,86,76,76,Commerce,81,93,72,Accountant,Arts
1726,84,65,69,76,Arts,89,79,96,Artist,Commerce
1727,77,54,57,68,Commerce,94,87,98,Accountant,Arts
1728,99,84,60,84,Science,100,93,90,Architect,Science
1729,77,66,93,64,Science,65,69,96,Scientist,Commerce
1730,62,69,92,93,Science,93,71,71,Scientist,Arts
1731,62,93,61,76,Science,74,67,71,Engineer,Commerce
1732,75,62,62,56,Commerce,74,94,95,Banker,Arts
1733,73,59,99,81,Science,97,68,86,Architect,Arts
1734,82,98,61,91,Arts,93,77,93,Journalist,Science
1735,57,79,82,83,Science,89,81,84,Engineer,Arts
1736,96,70,75,75,Commerce,65,70,68,Banker,Commerce
1737,57,50,70,69,Science,99,76,85,Architect,Commerce
1738,62,51,91,62,Commerce,64,92,78,Economist,Arts
1739,98,90,67,66,Commerce,67,98,67,Entrepreneur,Science
1740,86,51,55,76,Commerce,99,70,65,Banker,Commerce
1741,100,57,83,72,Arts,95,88,63,Artist,Arts
1742,54,72,73,87,Commerce,78,66,98,Entrepreneur,Arts
1743,58,81,97,86,Science,99,60,74,Architect,Arts
1744,64,55,56,92,Arts,99,87,94,Designer,Arts
1745,60,65,55,83,Commerce,96,66,88,Economist,Arts
1746,59,84,98,62,Commerce,95,60,68,Banker,Commerce
1747,71,84,64,51,Commerce,89,65,80,Banker,Commerce
1748,87,100,55,87,Science,62,65,88,Doctor,Science
1749,87,56,100,96,Commerce,79,91,65,Accountant,Arts
1750,80,83,94,67,Science,75,72,62,Architect,Science
1751,80,57,83,64,Commerce,90,62,73,Accountant,Commerce
1752,86,86,99,61,Commerce,74,68,66,Entrepreneur,Science
1753,60,54,79,95,Commerce,62,92,87,Accountant,Arts
1754,86,90,67,83,Commerce,90,68,83,Economist,Science
1755,53,67,99,57,Science,92,82,95,Engineer,Arts
1756,65,88,62,87,Commerce,77,68,83,Entrepreneur,Arts
1757,75,54,99,56,Science,60,89,89,Scientist,Arts
1758,73,99,71,55,Arts,93,73,80,Journalist,Commerce
1759,50,88,65,86,Commerce,96,80,92,Entrepreneur,Arts
1760,77,51,54,89,Science,69,66,85,Engineer,Arts
1761,100,58,65,78,Science,64,92,85,Doctor,Arts
1762,56,65,69,54,Science,95,76,75,Scientist,Commerce
1763,52,84,89,80,Arts,67,72,79,Writer,Arts
1764,59,88,96,83,Arts,94,63,79,Designer,Arts
1765,70,58,87,52,Science,70,79,60,Scientist,Commerce
1766,57,72,54,68,Commerce,74,95,92,Entrepreneur,Arts
1767,65,75,57,71,Commerce,80,69,71,Entrepreneur,Commerce
1768,80,98,72,60,Science,80,80,72,Doctor,Science
1769,93,97,91,95,Arts,94,87,100,Artist,Science
1770,92,68,75,79,Science,71,78,70,Doctor,Commerce
1771,95,89,61,54,Commerce,63,64,71,Accountant,Science
1772,74,55,58,89,Science,62,78,85,Architect,Arts
1773,63,93,62,95,Commerce,99,66,69,Entrepreneur,Arts
1774,76,67,57,98,Commerce,87,96,96,Entrepreneur,Arts
1775,66,91,91,74,Arts,80,93,66,Artist,Arts
1776,73,53,96,58,Science,79,100,86,Architect,Arts
1777,90,52,89,80,Commerce,60,68,61,Banker,Arts
1778,97,53,84,100,Science,75,61,67,Doctor,Arts
1779,60,95,67,62,Science,100,96,70,Engineer,Arts
1780,54,88,50,86,Arts,90,67,74,Artist,Arts
1781,79,77,86,73,Commerce,61,86,75,Entrepreneur,Arts
1782,96,90,90,74,Science,72,80,73,Scientist,Science
1783,80,92,65,88,Commerce,80,93,100,Entrepreneur,Science
1784,57,99,91,100,Arts,69,80,69,Artist,Arts
1785,78,65,78,74,Arts,92,94,92,Artist,Arts
1786,72,74,56,75,Arts,100,66,67,Journalist,Commerce
1787,72,50,70,69,Commerce,95,98,95,Banker,Arts
1788,60,82,87,95,Arts,70,84,84,Journalist,Arts
1789,80,78,56,73,Commerce,98,68,76,Accountant,Commerce
1790,71,85,100,89,Science,77,94,82,Scientist,Arts
1791,56,93,56,68,Science,73,67,100,Scientist,Commerce
1792,89,62,70,88,Commerce,72,93,95,Economist,Arts
1793,97,100,61,64,Arts,67,87,60,Journalist,Science
1794,60,88,58,84,Arts,61,78,88,Designer,Arts
1795,67,69,65,85,Science,68,86,65,Scientist,Arts
1796,85,55,93,88,Science,77,74,76,Engineer,Arts
1797,66,58,73,76,Commerce,98,62,93,Entrepreneur,Commerce
1798,68,76,78,52,Science,88,90,64,Engineer,Arts
1799,75,92,50,57,Commerce,92,79,100,Banker,Commerce
1800,76,68,83,68,Science,86,64,62,Doctor,Commerce
1801,88,92,97,83,Arts,81,81,74,Artist,Science
1802,88,71,71,78,Arts,64,67,76,Writer,Commerce
1803,72,86,64,95,Arts,62,60,71,Artist,Arts
1804,77,99,73,56,Arts,69,77,75,Artist,Commerce
1805,99,50,73,68,Science,85,60,73,Architect,Commerce
1806,54,96,92,73,Science,72,85,90,Architect,Arts
1807,98,93,56,76,Arts,93,80,99,Artist,Science
1808,54,100,94,82,Commerce,90,78,87,Economist,Arts
1809,100,79,64,81,Commerce,95,77,60,Economist,Arts
1810,91,59,91,60,Science,66,88,86,Scientist,Arts
1811,50,87,55,81,Arts,77,98,69,Writer,Arts
1812,59,64,81,66,Science,97,85,83,Scientist,Arts
1813,87,100,55,66,Commerce,85,100,86,Economist,Science
1814,85,84,95,68,Commerce,75,70,70,Accountant,Science
1815,89,67,68,68,Science,89,70,79,Engineer,Commerce
1816,63,62,68,72,Arts,64,79,78,Writer,Commerce
1817,57,70,84,86,Science,97,95,92,Engineer,Arts
1818,63,90,72,68,Commerce,62,71,65,Banker,Commerce
1819,50,58,98,76,Science,84,75,97,Scientist,Commerce
1820,75,84,55,69,Commerce,68,86,94,Economist,Arts
1821,58,58,62,58,Arts,74,74,100,Journalist,Commerce
1822,63,90,84,72,Commerce,66,88,83,Banker,Arts
1823,97,54,52,69,Commerce,84,94,77,Economist,Arts
1824,60,100,86,71,Commerce,79,91,73,Economist,Arts
1825,52,79,59,100,Science,80,68,88,Scientist,Arts
1826,53,84,80,76,Arts,67,73,71,Artist,Commerce
1827,84,68,88,66,Science,70,98,60,Doctor,Arts
1828,74,67,51,73,Arts,100,96,65,Artist,Arts
1829,55,90,69,96,Arts,93,82,83,Writer,Arts
1830,82,96,66,66,Commerce,89,98,72,Banker,Science
1831,61,91,77,92,Commerce,61,75,67,Economist,Arts
1832,52,92,51,94,Arts,93,74,95,Writer,Arts
1833,53,61,62,73,Commerce,65,69,82,Economist,Commerce
1834,67,95,90,91,Commerce,80,85,61,Economist,Arts
1835,75,86,100,94,Arts,62,92,93,Artist,Arts
1836,83,95,50,92,Science,93,65,82,Scientist,Science
1837,70,94,78,91,Arts,74,68,75,Designer,Arts
1838,100,69,65,84,Science,100,100,82,Engineer,Arts
1839,51,55,56,73,Science,62,97,91,Architect,Arts
1840,94,61,91,85,Science,90,75,65,Scientist,Arts
1841,62,59,68,91,Science,94,96,88,Scientist,Arts
1842,69,78,57,69,Science,65,92,81,Scientist,Arts
1843,84,80,55,95,Commerce,61,78,95,Economist,Science
1844,79,69,99,95,Science,69,70,65,Doctor,Arts
1845,71,64,56,91,Commerce,75,88,60,Economist,Arts
1846,61,66,74,81,Commerce,99,87,86,Banker,Arts
1847,95,55,70,81,Arts,72,61,96,Designer,Arts
1848,77,54,84,90,Arts,97,87,97,Journalist,Arts
1849,52,67,76,77,Commerce,98,83,84,Accountant,Arts
1850,65,57,79,100,Commerce,96,92,72,Banker,Arts
1851,56,82,60,68,Science,89,75,63,Engineer,Commerce
1852,68,52,93,80,Science,68,76,98,Doctor,Arts
1853,60,82,92,78,Science,60,66,63,Doctor,Commerce
1854,93,57,63,61,Commerce,88,63,66,Accountant,Commerce
1855,50,50,77,71,Commerce,83,76,70,Economist,Commerce
1856,96,51,89,97,Science,82,73,92,Architect,Arts
1857,73,64,97,71,Commerce,99,97,91,Accountant,Arts
1858,57,59,58,74,Science,81,64,80,Engineer,Commerce
1859,55,98,99,72,Arts,89,60,70,Journalist,Commerce
1860,81,61,97,75,Science,72,87,68,Scientist,Arts
1861,88,50,95,51,Science,78,80,64,Engineer,Arts
1862,52,90,81,69,Arts,86,89,96,Artist,Arts
1863,89,55,75,75,Science,83,78,85,Scientist,Commerce
1864,76,57,63,77,Commerce,61,83,77,Banker,Arts
1865,65,99,82,62,Commerce,66,62,93,Entrepreneur,Commerce
1866,86,69,99,79,Commerce,69,97,66,Banker,Arts
1867,74,64,89,80,Commerce,81,61,66,Economist,Arts
1868,87,64,82,65,Arts,95,65,77,Artist,Commerce
1869,56,80,69,92,Commerce,97,97,79,Entrepreneur,Arts
1870,57,95,96,57,Science,87,60,81,Doctor,Commerce
1871,60,62,58,50,Commerce,88,74,73,Banker,Commerce
1872,55,52,53,96,Arts,100,84,76,Journalist,Arts
1873,95,64,88,70,Arts,72,93,64,Artist,Arts
1874,51,92,95,78,Arts,68,94,75,Writer,Arts
1875,80,54,58,61,Commerce,80,69,89,Economist,Commerce
1876,68,61,86,75,Commerce,97,89,83,Economist,Arts
1877,98,59,83,77,Arts,85,97,79,Artist,Arts
1878,91,78,63,98,Science,93,99,74,Scientist,Arts
1879,73,65,67,83,Commerce,61,67,92,Economist,Arts
1880,52,52,57,56,Commerce,89,72,80,Entrepreneur,Commerce
1881,57,50,98,59,Commerce,74,71,64,Economist,Commerce
1882,92,72,80,65,Arts,89,91,70,Designer,Arts
1883,78,63,97,65,Commerce,66,61,79,Entrepreneur,Commerce
1884,52,69,92,53,Arts,91,74,61,Journalist,Commerce
1885,85,93,83,65,Arts,66,65,89,Writer,Science
1886,57,94,50,83,Science,63,75,95,Scientist,Arts
1887,87,64,87,56,Science,65,60,69,Scientist,Commerce
1888,77,66,75,100,Commerce,67,75,96,Banker,Arts
1889,75,84,81,54,Science,63,68,95,Engineer,Commerce
1890,77,84,87,98,Arts,71,86,61,Journalist,Arts
1891,81,60,69,70,Science,63,75,98,Scientist,Commerce
1892,92,71,96,100,Commerce,72,73,78,Economist,Arts
1893,95,51,65,94,Commerce,66,86,76,Entrepreneur,Arts
1894,55,74,57,87,Arts,79,94,60,Journalist,Arts
1895,83,97,95,79,Commerce,62,92,89,Economist,Science
1896,82,60,72,82,Commerce,64,83,98,Banker,Arts
1897,91,87,55,67,Commerce,66,64,91,Accountant,Science
1898,69,59,85,54,Science,91,81,81,Engineer,Arts
